timestamp,district,lat,lon,temperature_c,humidity_pct,rainfall_mm,wind_speed_kph,river_level_m,soil_moisture_pct,soil_ph,rain_ph,pm25_ugm3,ozone_ppb,no2_ppb,so2_ppb,visibility_km,traffic_congestion_idx,senior_density,crop_type,crop_stage,flood_risk_score,heat_risk_score,cold_risk_score,acid_rain_risk_score,air_quality_risk_score,overall_risk_score,risk_level,primary_hazard,observed_crop_damage_pct
2025-01-08,Hill Market,40.747,-73.985,-0.74,60.2,5.39,7.53,1.48,20.17,6.6,4.89,21.2,43.34,48.24,7.85,14.07,92.22,0.17,rice,dormant,0.6,0.0,19.06,13.03,26.47,28.62,Low,Air Quality,0.02
2025-01-08,North Valley,40.733,-73.995,-0.99,65.21,5.78,7.58,1.71,41.77,6.29,5.24,10.81,31.73,20.49,6.87,14.89,57.49,0.18,vegetable,dormant,0.0,0.0,16.94,2.85,4.06,13.57,Low,Extreme Cold,0.01
2025-01-08,River Bend,40.712,-74.02,2.5,49.01,5.79,6.98,1.98,26.97,6.42,5.06,32.36,35.96,30.39,6.45,14.62,74.61,0.2,wheat,dormant,0.0,2.68,3.6,0.0,19.56,13.44,Low,Air Quality,0.0
2025-01-08,South Fields,40.691,-74.01,-0.57,74.62,12.82,10.36,2.31,60.73,6.6,5.17,27.76,38.68,34.72,11.05,12.33,96.23,0.23,corn,dormant,1.19,0.0,21.47,2.12,19.98,21.72,Low,Extreme Cold,0.01
2025-01-09,East Orchard,40.724,-73.965,-0.36,68.37,6.79,14.58,2.06,48.82,5.85,5.09,16.99,24.11,33.59,9.95,16.86,66.66,0.15,corn,dormant,1.65,0.0,15.13,7.51,8.23,17.66,Low,Extreme Cold,0.02
2025-01-09,Hill Market,40.747,-73.985,3.69,60.88,9.41,16.2,2.12,46.36,6.81,4.93,25.85,45.34,39.79,4.14,11.81,85.15,0.17,corn,dormant,1.35,0.0,1.03,8.11,20.01,18.71,Low,Air Quality,0.01
2025-01-09,North Valley,40.733,-73.995,-3.02,100.0,86.45,5.91,3.58,77.17,5.43,4.25,17.87,32.17,20.4,20.64,12.27,49.65,0.18,wheat,dormant,96.31,0.0,34.97,100.0,9.16,88.58,Severe,Acid Rain,0.21
2025-01-09,River Bend,40.712,-74.02,8.94,74.22,30.78,4.99,2.69,55.75,5.98,4.69,28.28,29.79,47.54,11.32,13.92,87.46,0.2,soybean,dormant,25.39,4.98,0.0,48.86,25.69,43.63,Moderate,Acid Rain,0.07
2025-01-09,South Fields,40.691,-74.01,2.73,48.43,5.09,12.26,1.98,22.05,6.63,5.05,17.05,40.72,38.13,10.12,15.49,55.96,0.23,vegetable,dormant,0.54,0.0,4.32,1.03,9.43,9.51,Low,Air Quality,0.0
2025-01-10,East Orchard,40.724,-73.965,-4.41,67.12,11.87,5.53,2.07,39.34,5.96,5.06,22.51,28.15,21.91,8.84,15.03,48.08,0.15,corn,dormant,0.0,0.37,47.54,2.98,12.78,42.47,Moderate,Extreme Cold,0.03
2025-01-10,Hill Market,40.747,-73.985,-7.75,56.42,10.37,11.85,1.69,39.13,6.39,4.44,20.48,30.85,29.07,6.83,14.28,58.02,0.17,corn,dormant,6.67,0.0,80.13,48.44,7.9,69.73,High,Extreme Cold,0.09
2025-01-10,North Valley,40.733,-73.995,4.26,66.31,16.11,14.27,2.1,38.52,6.16,5.58,2.46,24.58,26.49,8.72,13.69,53.46,0.18,wheat,dormant,1.45,0.0,1.36,2.25,2.24,0.58,Low,Acid Rain,0.0
2025-01-10,River Bend,40.712,-74.02,-6.23,65.33,13.75,6.3,2.33,40.53,6.16,5.43,19.12,23.55,29.7,9.9,14.4,60.3,0.2,vegetable,dormant,7.07,0.73,65.89,0.0,3.51,61.51,High,Extreme Cold,0.05
2025-01-10,South Fields,40.691,-74.01,7.96,60.39,16.65,5.34,2.25,28.23,6.67,5.42,18.24,23.51,22.48,11.72,18.3,50.8,0.23,rice,dormant,0.0,0.0,0.0,0.2,10.81,5.79,Low,Air Quality,0.0
2025-01-11,East Orchard,40.724,-73.965,-0.79,66.95,9.54,6.69,1.84,33.39,6.15,5.05,5.95,25.09,18.59,3.09,16.73,20.66,0.15,corn,dormant,3.29,0.0,19.59,4.2,0.0,18.81,Low,Extreme Cold,0.02
2025-01-11,Hill Market,40.747,-73.985,13.56,54.37,3.22,5.05,1.82,41.28,6.62,5.13,28.07,34.29,40.01,14.26,13.33,68.15,0.17,corn,dormant,5.33,9.99,1.23,6.92,22.68,16.23,Low,Air Quality,0.02
2025-01-11,North Valley,40.733,-73.995,-0.62,65.28,4.43,1.27,1.79,41.5,6.15,5.52,16.46,27.77,22.39,8.37,13.72,43.11,0.18,wheat,dormant,0.08,0.0,9.95,0.68,5.02,7.52,Low,Extreme Cold,0.01
2025-01-11,River Bend,40.712,-74.02,2.28,52.95,1.3,6.25,1.95,32.54,6.44,5.35,28.99,44.78,19.03,7.45,14.07,54.74,0.2,rice,dormant,5.7,1.41,0.98,1.81,16.56,15.23,Low,Air Quality,0.01
2025-01-11,South Fields,40.691,-74.01,1.51,46.49,3.14,7.33,2.1,32.98,6.71,5.49,8.72,26.74,26.36,4.76,17.4,43.5,0.23,corn,dormant,0.0,6.62,13.52,2.46,6.59,6.63,Low,Extreme Cold,0.02
2025-01-12,East Orchard,40.724,-73.965,1.96,51.07,5.53,20.55,1.82,49.14,6.3,5.48,19.86,35.63,30.81,6.22,14.28,53.81,0.15,vegetable,dormant,1.95,0.0,2.23,3.73,9.74,7.58,Low,Air Quality,0.01
2025-01-12,Hill Market,40.747,-73.985,2.9,54.65,4.13,17.4,1.57,28.58,6.66,4.64,29.92,40.08,33.33,7.09,16.23,68.84,0.17,wheat,dormant,1.37,3.0,7.66,18.71,21.6,18.75,Low,Air Quality,0.02
2025-01-12,North Valley,40.733,-73.995,3.52,62.25,2.45,17.87,2.12,39.94,6.63,5.45,21.28,24.91,23.54,6.7,13.89,46.1,0.18,corn,dormant,0.0,0.0,1.99,2.99,0.98,0.74,Low,Acid Rain,0.0
2025-01-12,River Bend,40.712,-74.02,8.91,47.83,4.87,4.76,2.19,33.29,6.42,5.02,19.38,28.99,29.92,6.16,17.16,52.49,0.2,wheat,dormant,0.0,3.79,0.0,7.45,12.05,11.99,Low,Air Quality,0.01
2025-01-12,South Fields,40.691,-74.01,-1.21,60.03,6.92,10.23,1.8,24.04,6.65,5.09,18.06,24.67,9.41,6.41,16.79,30.54,0.23,corn,dormant,0.0,0.0,18.18,3.89,8.09,13.06,Low,Extreme Cold,0.01
2025-01-13,East Orchard,40.724,-73.965,1.81,48.48,8.94,5.77,1.81,43.41,6.29,5.3,5.88,35.86,27.51,9.52,15.77,48.46,0.15,corn,dormant,0.0,0.0,1.53,2.84,1.7,0.66,Low,Acid Rain,0.0
2025-01-13,Hill Market,40.747,-73.985,1.66,60.23,13.04,6.65,1.84,39.6,6.42,4.59,26.47,26.04,43.95,6.13,14.97,86.42,0.17,soybean,dormant,2.82,4.75,16.18,38.81,17.02,32.3,Low,Acid Rain,0.04
2025-01-13,North Valley,40.733,-73.995,-2.42,26.57,7.12,7.25,2.18,35.95,6.17,5.36,14.58,25.64,33.36,9.11,15.34,73.35,0.18,wheat,dormant,0.0,0.33,26.19,0.0,9.4,20.91,Low,Extreme Cold,0.01
2025-01-13,River Bend,40.712,-74.02,-1.28,95.87,97.64,27.13,4.03,98.46,5.01,3.8,11.3,34.63,29.05,23.26,11.13,54.73,0.2,wheat,dormant,100.0,2.19,29.98,96.74,1.92,94.0,Severe,Flood,0.21
2025-01-13,South Fields,40.691,-74.01,5.74,69.34,10.62,29.62,2.11,38.82,7.0,5.06,25.13,21.85,26.04,9.81,13.12,51.45,0.23,corn,dormant,3.69,0.0,0.0,4.51,6.46,7.39,Low,Air Quality,0.01
2025-01-14,East Orchard,40.724,-73.965,-2.99,68.95,22.84,4.35,2.3,48.59,6.22,5.37,20.57,24.78,31.99,7.13,14.26,52.03,0.15,corn,dormant,7.83,2.77,29.68,0.0,8.83,28.04,Low,Extreme Cold,0.03
2025-01-14,Hill Market,40.747,-73.985,2.53,69.33,8.01,18.96,2.24,35.24,6.31,5.05,25.76,33.0,45.33,10.36,15.16,81.98,0.17,corn,dormant,0.0,5.44,6.16,9.51,15.23,11.35,Low,Air Quality,0.02
2025-01-14,North Valley,40.733,-73.995,5.63,77.21,11.59,16.33,2.27,34.02,6.3,5.28,30.17,47.05,46.75,14.18,17.22,60.22,0.18,wheat,dormant,1.71,0.0,1.81,2.46,23.38,19.64,Low,Air Quality,0.0
2025-01-14,River Bend,40.712,-74.02,5.47,51.47,2.7,17.97,2.06,51.0,6.41,4.91,17.82,32.59,22.44,6.91,13.76,52.0,0.2,rice,dormant,0.0,0.0,1.4,4.18,6.87,7.26,Low,Air Quality,0.0
2025-01-14,South Fields,40.691,-74.01,1.5,56.29,9.95,3.93,2.33,41.01,6.61,5.22,21.94,35.26,15.92,12.13,9.82,63.2,0.23,rice,dormant,2.1,0.64,3.63,2.43,7.83,4.64,Low,Air Quality,0.01
2025-01-15,East Orchard,40.724,-73.965,9.05,53.58,5.99,8.21,1.89,32.09,6.12,5.53,22.04,29.5,25.55,12.14,15.09,48.49,0.15,corn,dormant,0.46,0.0,0.0,0.0,6.68,7.57,Low,Air Quality,0.0
2025-01-15,Hill Market,40.747,-73.985,-3.0,82.86,30.42,31.23,2.85,60.14,6.23,4.59,33.77,25.94,37.59,14.32,12.2,90.37,0.17,corn,dormant,15.88,5.34,49.74,56.65,15.93,50.14,Moderate,Acid Rain,0.1
2025-01-15,North Valley,40.733,-73.995,7.96,72.3,6.58,20.04,2.03,49.65,6.46,5.63,19.31,13.99,26.49,2.73,17.47,40.55,0.18,vegetable,dormant,0.0,2.1,1.65,0.28,0.72,3.8,Low,Extreme Heat,0.0
2025-01-15,River Bend,40.712,-74.02,-5.58,62.3,3.79,7.83,2.62,39.06,6.38,5.26,25.17,30.14,34.98,14.7,14.59,73.7,0.2,soybean,dormant,0.0,5.48,60.09,3.77,9.71,52.22,Moderate,Extreme Cold,0.04
2025-01-15,South Fields,40.691,-74.01,2.45,39.37,3.3,10.66,2.18,26.49,6.54,5.5,22.26,42.78,25.5,9.99,13.35,65.55,0.23,wheat,dormant,1.17,3.15,5.65,0.0,13.41,14.56,Low,Air Quality,0.01
2025-01-16,East Orchard,40.724,-73.965,-1.51,53.26,3.32,4.57,1.89,29.85,6.28,5.8,10.96,32.98,32.7,8.87,14.1,54.93,0.15,rice,dormant,3.38,0.91,18.92,0.0,3.74,16.24,Low,Extreme Cold,0.01
2025-01-16,Hill Market,40.747,-73.985,-3.52,53.92,8.63,10.72,1.9,29.98,6.4,4.59,24.55,36.29,32.51,6.14,18.04,84.65,0.17,corn,dormant,6.28,2.54,39.49,30.84,15.73,36.13,Moderate,Extreme Cold,0.06
2025-01-16,North Valley,40.733,-73.995,2.74,72.33,21.18,21.96,2.14,55.69,6.05,5.08,13.51,32.88,20.96,3.78,16.03,35.87,0.18,wheat,dormant,6.07,0.0,3.06,3.44,2.87,5.97,Low,Flood,0.01
2025-01-16,River Bend,40.712,-74.02,-3.93,35.6,1.41,9.73,2.19,40.3,6.0,4.47,33.62,16.82,32.02,6.09,14.4,77.46,0.2,wheat,dormant,0.0,0.0,45.92,40.31,11.77,41.88,Moderate,Extreme Cold,0.05
2025-01-16,South Fields,40.691,-74.01,7.2,65.79,0.93,26.91,1.88,28.85,6.67,5.18,24.76,38.02,33.15,8.17,11.41,81.69,0.23,rice,dormant,1.66,0.0,0.0,1.11,17.13,13.75,Low,Air Quality,0.0
2025-01-17,East Orchard,40.724,-73.965,2.92,57.19,5.26,3.73,2.03,44.4,6.04,5.4,21.41,23.14,31.88,8.46,18.56,46.56,0.15,soybean,dormant,0.0,5.26,2.38,1.48,6.61,7.33,Low,Air Quality,0.01
2025-01-17,Hill Market,40.747,-73.985,-5.25,64.98,3.2,34.27,1.82,38.52,6.49,4.81,23.6,37.67,30.45,10.25,16.27,61.9,0.17,corn,dormant,2.58,0.97,69.3,6.14,11.6,60.67,High,Extreme Cold,0.05
2025-01-17,North Valley,40.733,-73.995,9.32,36.25,5.55,27.35,1.85,30.63,6.41,5.67,21.4,28.91,29.12,3.89,14.09,57.7,0.18,wheat,dormant,0.0,0.3,1.79,0.0,3.36,5.64,Low,Air Quality,0.0
2025-01-17,River Bend,40.712,-74.02,3.57,65.23,6.22,20.43,2.2,10.53,6.4,5.09,16.8,33.94,23.19,5.37,15.6,57.97,0.2,wheat,dormant,2.73,3.99,4.61,4.17,3.39,6.58,Low,Extreme Cold,0.01
2025-01-17,South Fields,40.691,-74.01,6.69,65.82,3.28,1.4,2.37,11.0,6.65,5.21,23.3,14.35,25.26,12.39,16.26,48.32,0.23,corn,dormant,0.0,2.68,5.8,0.0,11.58,6.97,Low,Air Quality,0.01
2025-01-18,East Orchard,40.724,-73.965,4.76,69.96,6.2,12.2,1.79,41.77,5.91,5.4,11.88,26.61,20.4,3.97,14.56,43.75,0.15,wheat,dormant,1.93,6.59,0.0,3.0,0.0,6.59,Low,Extreme Heat,0.01
2025-01-18,Hill Market,40.747,-73.985,8.13,57.6,10.08,11.86,2.2,15.91,6.4,5.05,23.73,14.05,45.04,9.33,16.28,84.57,0.17,soybean,dormant,0.0,8.03,0.45,6.43,14.96,7.94,Low,Air Quality,0.01
2025-01-18,North Valley,40.733,-73.995,2.87,72.19,17.36,10.9,2.14,26.3,6.4,5.09,21.81,16.58,22.63,7.9,15.29,48.05,0.18,wheat,dormant,3.85,2.71,4.0,7.77,5.97,7.03,Low,Acid Rain,0.01
2025-01-18,River Bend,40.712,-74.02,-1.98,66.57,8.48,13.29,2.41,26.48,6.26,5.05,19.93,24.16,29.0,1.83,16.19,46.6,0.2,soybean,dormant,4.56,0.56,28.46,8.15,1.83,23.59,Low,Extreme Cold,0.03
2025-01-18,South Fields,40.691,-74.01,6.91,66.93,16.09,15.42,2.14,40.32,6.48,5.53,17.94,37.78,24.79,7.51,15.69,45.19,0.23,vegetable,dormant,8.78,7.14,5.95,0.0,2.56,13.09,Low,Flood,0.03
2025-01-19,East Orchard,40.724,-73.965,3.53,51.72,5.69,25.69,2.19,39.01,6.44,4.99,14.92,22.46,28.25,10.87,17.76,45.05,0.15,corn,dormant,0.0,0.0,0.91,4.53,3.76,4.28,Low,Acid Rain,0.0
2025-01-19,Hill Market,40.747,-73.985,3.8,50.13,7.2,26.65,1.9,35.69,6.26,4.77,14.2,14.71,35.06,6.78,15.17,64.19,0.17,corn,dormant,5.0,0.0,6.59,15.71,1.79,15.04,Low,Acid Rain,0.02
2025-01-19,North Valley,40.733,-73.995,4.94,71.99,25.82,5.05,2.44,50.36,6.1,5.17,21.68,36.97,14.21,4.14,12.75,32.3,0.18,soybean,dormant,8.85,0.0,2.21,4.86,9.11,11.07,Low,Air Quality,0.02
2025-01-19,River Bend,40.712,-74.02,2.35,60.79,5.66,7.41,2.07,39.04,6.21,4.97,14.98,33.47,30.48,1.77,16.23,40.29,0.2,corn,dormant,0.0,3.37,2.64,3.42,5.07,4.47,Low,Air Quality,0.01
2025-01-19,South Fields,40.691,-74.01,-1.14,60.62,10.63,8.51,1.86,41.71,6.68,5.12,21.16,22.8,23.69,9.13,15.53,47.87,0.23,wheat,dormant,2.91,0.0,19.28,0.0,10.77,14.22,Low,Extreme Cold,0.01
2025-01-20,East Orchard,40.724,-73.965,-0.25,73.6,5.86,5.51,1.9,34.0,6.12,5.14,13.63,37.3,31.24,2.67,15.45,63.37,0.15,corn,dormant,0.0,4.66,9.56,0.0,6.8,13.87,Low,Extreme Cold,0.01
2025-01-20,Hill Market,40.747,-73.985,6.27,54.62,12.21,4.2,1.96,60.38,6.33,4.59,16.85,25.56,40.33,15.64,15.91,73.98,0.17,corn,dormant,2.59,3.0,0.58,46.31,12.63,39.6,Moderate,Acid Rain,0.04
2025-01-20,North Valley,40.733,-73.995,1.44,58.99,2.58,3.22,2.15,38.44,6.1,4.89,23.3,46.98,30.02,8.29,14.18,53.81,0.18,wheat,dormant,0.74,0.0,10.23,9.3,15.72,14.62,Low,Air Quality,0.01
2025-01-20,River Bend,40.712,-74.02,-1.41,80.76,45.68,7.7,3.36,44.63,5.82,4.51,18.93,33.34,37.82,16.52,12.21,71.7,0.2,wheat,dormant,59.54,4.54,21.9,76.73,10.6,70.12,High,Acid Rain,0.14
2025-01-20,South Fields,40.691,-74.01,1.6,61.74,9.92,31.51,2.08,34.93,6.47,5.06,30.76,23.91,32.61,9.05,14.64,75.5,0.23,rice,dormant,0.0,0.0,16.76,2.8,14.52,16.53,Low,Extreme Cold,0.01
2025-01-21,East Orchard,40.724,-73.965,6.01,71.28,8.01,19.01,1.99,25.48,6.24,5.38,23.17,32.88,28.79,7.13,15.06,51.39,0.15,corn,dormant,0.0,0.0,5.25,3.12,7.13,4.62,Low,Air Quality,0.01
2025-01-21,Hill Market,40.747,-73.985,5.44,45.23,7.77,10.07,1.97,45.97,6.6,4.77,31.66,32.71,44.17,7.66,11.36,86.94,0.17,corn,dormant,0.12,0.0,2.71,14.91,21.2,15.44,Low,Air Quality,0.01
2025-01-21,North Valley,40.733,-73.995,-2.06,73.62,13.03,8.44,2.33,27.5,6.49,5.09,11.21,31.82,27.11,13.55,13.39,62.7,0.18,wheat,dormant,1.09,0.0,26.92,4.34,8.18,25.07,Low,Extreme Cold,0.02
2025-01-21,River Bend,40.712,-74.02,1.3,62.48,2.44,11.95,2.33,30.28,6.41,5.31,22.89,33.39,36.36,8.0,17.18,73.38,0.2,wheat,dormant,5.05,0.0,6.9,0.0,15.01,11.7,Low,Air Quality,0.01
2025-01-21,South Fields,40.691,-74.01,14.84,65.86,7.7,8.5,1.9,37.26,6.38,4.86,23.36,48.45,29.57,6.47,15.94,60.65,0.23,rice,dormant,3.44,6.91,0.96,5.43,14.92,10.05,Low,Air Quality,0.01
2025-01-22,East Orchard,40.724,-73.965,0.89,61.14,7.66,3.31,2.27,46.69,6.36,4.85,18.73,14.07,16.85,3.51,15.15,51.69,0.15,corn,dormant,0.0,0.0,9.07,7.28,5.89,10.33,Low,Extreme Cold,0.01
